tweet_id,timestamp,name,favorites_count,followers_count,retweet_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,stage,rating
892420643555336193,2017-08-01 16:23:56,Phineas,37489,8104175,8170,orange,0.0970486,False,bagel,0.08585110000000001,False,banana,0.07611,False,,1.3
892177421306343426,2017-08-01 00:17:27,Tilly,32240,8104175,6048,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True,,1.3
891815181378084864,2017-07-31 00:18:03,Archie,24282,8104176,4001,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,,1.2
891689557279858688,2017-07-30 15:58:51,Darla,40826,8104176,8323,paper_towel,0.17027799999999998,False,Labrador_retriever,0.168086,True,spatula,0.0408359,False,,1.3
891327558926688256,2017-07-29 16:00:24,Franklin,39040,8104176,9018,basset,0.555712,True,English_springer,0.22577,True,German_short-haired_pointer,0.175219,True,,1.2
891087950875897856,2017-07-29 00:08:17,,19618,8104176,2996,Chesapeake_Bay_retriever,0.425595,True,Irish_terrier,0.116317,True,Indian_elephant,0.07690219999999999,False,,1.3
890971913173991426,2017-07-28 16:27:12,Jax,11459,8104176,1984,Appenzeller,0.34170300000000003,True,Border_collie,0.199287,True,ice_lolly,0.193548,False,,1.3
890729181411237888,2017-07-28 00:22:40,,63234,8104176,18152,Pomeranian,0.566142,True,Eskimo_dog,0.17840599999999998,True,Pembroke,0.0765069,True,,1.3
890609185150312448,2017-07-27 16:25:51,Zoey,26977,8104176,4113,Irish_terrier,0.487574,True,Irish_setter,0.193054,True,Chesapeake_Bay_retriever,0.118184,True,,1.3
890240255349198849,2017-07-26 15:59:51,Cassie,30914,8104176,7100,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,doggo,1.4
890006608113172480,2017-07-26 00:31:25,Koda,29742,8104176,7056,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,,1.3
889880896479866881,2017-07-25 16:11:53,Bruno,26991,8104176,4789,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,,1.3
889665388333682689,2017-07-25 01:55:32,,46619,8104176,9655,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,puppo,1.3
889638837579907072,2017-07-25 00:10:02,Ted,26274,8104176,4366,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,,1.2
889531135344209921,2017-07-24 17:02:04,Stuart,14642,8104176,2168,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,puppo,1.3
889278841981685760,2017-07-24 00:19:32,Oliver,24470,8104176,5178,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,,1.3
888917238123831296,2017-07-23 00:22:39,Jim,28226,8104176,4342,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,,1.2
888804989199671297,2017-07-22 16:56:37,Zeke,24780,8104176,4122,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,,1.3
888554962724278272,2017-07-22 00:23:06,Ralphus,19214,8104176,3400,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,,1.3
888078434458587136,2017-07-20 16:49:33,Gerald,21084,8104176,3357,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,,1.2
887705289381826560,2017-07-19 16:06:48,Jeffrey,29281,8104176,5178,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,,1.3
887517139158093824,2017-07-19 03:39:09,,44900,8104176,11269,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,,1.4
887473957103951883,2017-07-19 00:47:34,Canela,66809,8104176,17478,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,,1.3
887343217045368832,2017-07-18 16:08:03,,32639,8104176,10043,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,,1.3
887101392804085760,2017-07-18 00:07:08,,29638,8104176,5733,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,,1.2
886983233522544640,2017-07-17 16:17:36,Maya,34015,8104176,7464,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,,1.3
886736880519319552,2017-07-16 23:58:41,Mingus,11651,8104176,3138,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,,1.3
886680336477933568,2017-07-16 20:14:00,Derek,21755,8104176,4292,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,,1.3
886366144734445568,2017-07-15 23:25:31,Roscoe,20512,8104176,3083,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,pupper,1.2
886258384151887873,2017-07-15 16:17:19,Waffles,27134,8104176,6074,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,,1.3
885984800019947520,2017-07-14 22:10:11,Jimbo,31616,8104176,6524,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,,1.2
885528943205470208,2017-07-13 15:58:47,Maisey,34884,8104176,6183,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,,1.3
885167619883638784,2017-07-12 16:03:00,,21240,8104176,4222,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,,1.3
884925521741709313,2017-07-12 00:01:00,Earl,74975,8104176,17555,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,,1.2
884876753390489601,2017-07-11 20:47:12,Lola,27041,8104176,5411,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,,1.3
884562892145688576,2017-07-11 00:00:02,Kevin,23541,8104176,4513,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,,1.3
884441805382717440,2017-07-10 15:58:53,,26187,8104176,5463,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,,1.4
884162670584377345,2017-07-09 21:29:42,Yogi,19743,8104176,2875,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,doggo,1.2
883838122936631299,2017-07-09 00:00:04,Noah,21202,8104176,3322,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,,1.2
883482846933004288,2017-07-08 00:28:19,Bella,44510,8104820,9553,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,,0.5
883360690899218434,2017-07-07 16:22:55,Grizzwald,21995,8104176,3577,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,floofer,1.3
883117836046086144,2017-07-07 00:17:54,,36019,8104176,6420,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,,1.3
882992080364220416,2017-07-06 15:58:11,Rusty,23204,8104176,3779,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,,1.3
882762694511734784,2017-07-06 00:46:41,Gus,27416,8104176,4724,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,pupper,1.2
882627270321602560,2017-07-05 15:48:34,Stanley,27083,8104176,5871,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,,1.3
882268110199369728,2017-07-04 16:01:23,Alfy,43544,8104176,11181,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,,1.3
882045870035918850,2017-07-04 01:18:17,Koko,28446,8104176,4766,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,,1.3
881906580714921986,2017-07-03 16:04:48,Rey,23575,8104176,3278,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,,1.2
881666595344535552,2017-07-03 00:11:11,Gary,49085,8104176,10306,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,,1.3
881536004380872706,2017-07-02 15:32:16,,47918,8104176,15390,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,pupper,1.4
881268444196462592,2017-07-01 21:49:04,Elliot,22439,8104176,5008,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,,1.2
880935762899988482,2017-06-30 23:47:07,Louis,16524,8104176,2689,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,,1.3
880872448815771648,2017-06-30 19:35:32,,20634,8104176,3691,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,,1.2
880465832366813184,2017-06-29 16:39:47,Bella,27660,8104176,6047,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,,1.2
880221127280381952,2017-06-29 00:27:25,Jesse,26206,8104176,4070,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,,1.2
880095782870896641,2017-06-28 16:09:20,,26796,8104176,4185,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,,1.1
879862464715927552,2017-06-28 00:42:13,Romeo,21667,8104176,3378,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,,1.3
879492040517615616,2017-06-27 00:10:17,Bailey,22739,8104176,3072,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,,1.2
879415818425184262,2017-06-26 19:07:24,Duddles,102648,8104176,42764,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,,1.3
879376492567855104,2017-06-26 16:31:08,Jack,16306,8104176,3012,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,,1.2
879050749262655488,2017-06-25 18:56:45,Steven,21864,8104176,4542,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,,1.1
879008229531029506,2017-06-25 16:07:47,Beau,18392,8104176,2604,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,,1.3
878776093423087618,2017-06-25 00:45:22,Snoopy,18833,8104176,3986,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,puppo,1.3
878281511006478336,2017-06-23 16:00:04,Shadow,7508,8104176,1244,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,,1.3
878057613040115712,2017-06-23 01:10:23,Emmy,40820,8104176,6577,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,,1.4
877736472329191424,2017-06-22 03:54:17,Aja,77310,8104176,18454,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,,1.3
877556246731214848,2017-06-21 15:58:08,Penny,22059,8104176,3677,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,,1.2
877316821321428993,2017-06-21 00:06:44,Dante,26599,8104176,5028,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,,1.3
877201837425926144,2017-06-20 16:29:50,Nelly,26336,8104176,5407,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,,1.2
876838120628539392,2017-06-19 16:24:33,Ginger,20095,8104176,3230,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,pupper,1.2
876484053909872640,2017-06-18 16:57:37,Benedict,18223,8104176,2313,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,,1.3
876120275196170240,2017-06-17 16:52:05,Venti,27149,8104176,4522,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,,1.3
875747767867523072,2017-06-16 16:11:53,Goose,24468,8104176,4152,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,,1.3
875144289856114688,2017-06-15 00:13:52,Nugget,21320,8104176,4781,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,,1.3
875021211251597312,2017-06-14 16:04:48,,24760,8104176,4578,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True,,1.2
874680097055178752,2017-06-13 17:29:20,Cash,27043,8104176,4505,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,,1.2
874296783580663808,2017-06-12 16:06:11,Jed,25345,8104176,3993,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,pupper,1.3
874057562936811520,2017-06-12 00:15:36,,22085,8104176,3836,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,,1.2
874012996292530176,2017-06-11 21:18:31,Sebastian,33573,8104176,10096,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,puppo,1.3
873580283840344065,2017-06-10 16:39:04,,23557,8104176,3822,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True,,1.3
873213775632977920,2017-06-09 16:22:42,Sierra,7034,8104176,1541,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,pupper,1.2
872967104147763200,2017-06-09 00:02:31,,26581,8104176,5272,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,doggo,1.2
872820683541237760,2017-06-08 14:20:41,,14338,8104176,3606,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,,1.3
